"Label (Grouping)","Alabama!!Owner-occupied housing units with a mortgage!!Estimate","Alabama!!Owner-occupied housing units with a mortgage!!Margin of Error","Alabama!!Percent owner-occupied housing units with a mortgage!!Estimate","Alabama!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Alaska!!Owner-occupied housing units with a mortgage!!Estimate","Alaska!!Owner-occupied housing units with a mortgage!!Margin of Error","Alaska!!Percent owner-occupied housing units with a mortgage!!Estimate","Alaska!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Arizona!!Owner-occupied housing units with a mortgage!!Estimate","Arizona!!Owner-occupied housing units with a mortgage!!Margin of Error","Arizona!!Percent owner-occupied housing units with a mortgage!!Estimate","Arizona!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Arkansas!!Owner-occupied housing units with a mortgage!!Estimate","Arkansas!!Owner-occupied housing units with a mortgage!!Margin of Error","Arkansas!!Percent owner-occupied housing units with a mortgage!!Estimate","Arkansas!!Percent owner-occupied housing units with a mortgage!!Margin of Error","California!!Owner-occupied housing units with a mortgage!!Estimate","California!!Owner-occupied housing units with a mortgage!!Margin of Error","California!!Percent owner-occupied housing units with a mortgage!!Estimate","California!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Colorado!!Owner-occupied housing units with a mortgage!!Estimate","Colorado!!Owner-occupied housing units with a mortgage!!Margin of Error","Colorado!!Percent owner-occupied housing units with a mortgage!!Estimate","Colorado!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Connecticut!!Owner-occupied housing units with a mortgage!!Estimate","Connecticut!!Owner-occupied housing units with a mortgage!!Margin of Error","Connecticut!!Percent owner-occupied housing units with a mortgage!!Estimate","Connecticut!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Delaware!!Owner-occupied housing units with a mortgage!!Estimate","Delaware!!Owner-occupied housing units with a mortgage!!Margin of Error","Delaware!!Percent owner-occupied housing units with a mortgage!!Estimate","Delaware!!Percent owner-occupied housing units with a mortgage!!Margin of Error","District of Columbia!!Owner-occupied housing units with a mortgage!!Estimate","District of Columbia!!Owner-occupied housing units with a mortgage!!Margin of Error","District of Columbia!!Percent owner-occupied housing units with a mortgage!!Estimate","District of Columbia!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Florida!!Owner-occupied housing units with a mortgage!!Estimate","Florida!!Owner-occupied housing units with a mortgage!!Margin of Error","Florida!!Percent owner-occupied housing units with a mortgage!!Estimate","Florida!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Georgia!!Owner-occupied housing units with a mortgage!!Estimate","Georgia!!Owner-occupied housing units with a mortgage!!Margin of Error","Georgia!!Percent owner-occupied housing units with a mortgage!!Estimate","Georgia!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Hawaii!!Owner-occupied housing units with a mortgage!!Estimate","Hawaii!!Owner-occupied housing units with a mortgage!!Margin of Error","Hawaii!!Percent owner-occupied housing units with a mortgage!!Estimate","Hawaii!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Idaho!!Owner-occupied housing units with a mortgage!!Estimate","Idaho!!Owner-occupied housing units with a mortgage!!Margin of Error","Idaho!!Percent owner-occupied housing units with a mortgage!!Estimate","Idaho!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Illinois!!Owner-occupied housing units with a mortgage!!Estimate","Illinois!!Owner-occupied housing units with a mortgage!!Margin of Error","Illinois!!Percent owner-occupied housing units with a mortgage!!Estimate","Illinois!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Indiana!!Owner-occupied housing units with a mortgage!!Estimate","Indiana!!Owner-occupied housing units with a mortgage!!Margin of Error","Indiana!!Percent owner-occupied housing units with a mortgage!!Estimate","Indiana!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Iowa!!Owner-occupied housing units with a mortgage!!Estimate","Iowa!!Owner-occupied housing units with a mortgage!!Margin of Error","Iowa!!Percent owner-occupied housing units with a mortgage!!Estimate","Iowa!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Kansas!!Owner-occupied housing units with a mortgage!!Estimate","Kansas!!Owner-occupied housing units with a mortgage!!Margin of Error","Kansas!!Percent owner-occupied housing units with a mortgage!!Estimate","Kansas!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Kentucky!!Owner-occupied housing units with a mortgage!!Estimate","Kentucky!!Owner-occupied housing units with a mortgage!!Margin of Error","Kentucky!!Percent owner-occupied housing units with a mortgage!!Estimate","Kentucky!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Louisiana!!Owner-occupied housing units with a mortgage!!Estimate","Louisiana!!Owner-occupied housing units with a mortgage!!Margin of Error","Louisiana!!Percent owner-occupied housing units with a mortgage!!Estimate","Louisiana!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Maine!!Owner-occupied housing units with a mortgage!!Estimate","Maine!!Owner-occupied housing units with a mortgage!!Margin of Error","Maine!!Percent owner-occupied housing units with a mortgage!!Estimate","Maine!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Maryland!!Owner-occupied housing units with a mortgage!!Estimate","Maryland!!Owner-occupied housing units with a mortgage!!Margin of Error","Maryland!!Percent owner-occupied housing units with a mortgage!!Estimate","Maryland!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Massachusetts!!Owner-occupied housing units with a mortgage!!Estimate","Massachusetts!!Owner-occupied housing units with a mortgage!!Margin of Error","Massachusetts!!Percent owner-occupied housing units with a mortgage!!Estimate","Massachusetts!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Michigan!!Owner-occupied housing units with a mortgage!!Estimate","Michigan!!Owner-occupied housing units with a mortgage!!Margin of Error","Michigan!!Percent owner-occupied housing units with a mortgage!!Estimate","Michigan!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Minnesota!!Owner-occupied housing units with a mortgage!!Estimate","Minnesota!!Owner-occupied housing units with a mortgage!!Margin of Error","Minnesota!!Percent owner-occupied housing units with a mortgage!!Estimate","Minnesota!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Mississippi!!Owner-occupied housing units with a mortgage!!Estimate","Mississippi!!Owner-occupied housing units with a mortgage!!Margin of Error","Mississippi!!Percent owner-occupied housing units with a mortgage!!Estimate","Mississippi!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Missouri!!Owner-occupied housing units with a mortgage!!Estimate","Missouri!!Owner-occupied housing units with a mortgage!!Margin of Error","Missouri!!Percent owner-occupied housing units with a mortgage!!Estimate","Missouri!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Montana!!Owner-occupied housing units with a mortgage!!Estimate","Montana!!Owner-occupied housing units with a mortgage!!Margin of Error","Montana!!Percent owner-occupied housing units with a mortgage!!Estimate","Montana!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Nebraska!!Owner-occupied housing units with a mortgage!!Estimate","Nebraska!!Owner-occupied housing units with a mortgage!!Margin of Error","Nebraska!!Percent owner-occupied housing units with a mortgage!!Estimate","Nebraska!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Nevada!!Owner-occupied housing units with a mortgage!!Estimate","Nevada!!Owner-occupied housing units with a mortgage!!Margin of Error","Nevada!!Percent owner-occupied housing units with a mortgage!!Estimate","Nevada!!Percent owner-occupied housing units with a mortgage!!Margin of Error","New Hampshire!!Owner-occupied housing units with a mortgage!!Estimate","New Hampshire!!Owner-occupied housing units with a mortgage!!Margin of Error","New Hampshire!!Percent owner-occupied housing units with a mortgage!!Estimate","New Hampshire!!Percent owner-occupied housing units with a mortgage!!Margin of Error","New Jersey!!Owner-occupied housing units with a mortgage!!Estimate","New Jersey!!Owner-occupied housing units with a mortgage!!Margin of Error","New Jersey!!Percent owner-occupied housing units with a mortgage!!Estimate","New Jersey!!Percent owner-occupied housing units with a mortgage!!Margin of Error","New Mexico!!Owner-occupied housing units with a mortgage!!Estimate","New Mexico!!Owner-occupied housing units with a mortgage!!Margin of Error","New Mexico!!Percent owner-occupied housing units with a mortgage!!Estimate","New Mexico!!Percent owner-occupied housing units with a mortgage!!Margin of Error","New York!!Owner-occupied housing units with a mortgage!!Estimate","New York!!Owner-occupied housing units with a mortgage!!Margin of Error","New York!!Percent owner-occupied housing units with a mortgage!!Estimate","New York!!Percent owner-occupied housing units with a mortgage!!Margin of Error","North Carolina!!Owner-occupied housing units with a mortgage!!Estimate","North Carolina!!Owner-occupied housing units with a mortgage!!Margin of Error","North Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate","North Carolina!!Percent owner-occupied housing units with a mortgage!!Margin of Error","North Dakota!!Owner-occupied housing units with a mortgage!!Estimate","North Dakota!!Owner-occupied housing units with a mortgage!!Margin of Error","North Dakota!!Percent owner-occupied housing units with a mortgage!!Estimate","North Dakota!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Ohio!!Owner-occupied housing units with a mortgage!!Estimate","Ohio!!Owner-occupied housing units with a mortgage!!Margin of Error","Ohio!!Percent owner-occupied housing units with a mortgage!!Estimate","Ohio!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Oklahoma!!Owner-occupied housing units with a mortgage!!Estimate","Oklahoma!!Owner-occupied housing units with a mortgage!!Margin of Error","Oklahoma!!Percent owner-occupied housing units with a mortgage!!Estimate","Oklahoma!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Oregon!!Owner-occupied housing units with a mortgage!!Estimate","Oregon!!Owner-occupied housing units with a mortgage!!Margin of Error","Oregon!!Percent owner-occupied housing units with a mortgage!!Estimate","Oregon!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Pennsylvania!!Owner-occupied housing units with a mortgage!!Estimate","Pennsylvania!!Owner-occupied housing units with a mortgage!!Margin of Error","Pennsylvania!!Percent owner-occupied housing units with a mortgage!!Estimate","Pennsylvania!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Rhode Island!!Owner-occupied housing units with a mortgage!!Estimate","Rhode Island!!Owner-occupied housing units with a mortgage!!Margin of Error","Rhode Island!!Percent owner-occupied housing units with a mortgage!!Estimate","Rhode Island!!Percent owner-occupied housing units with a mortgage!!Margin of Error","South Carolina!!Owner-occupied housing units with a mortgage!!Estimate","South Carolina!!Owner-occupied housing units with a mortgage!!Margin of Error","South Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate","South Carolina!!Percent owner-occupied housing units with a mortgage!!Margin of Error","South Dakota!!Owner-occupied housing units with a mortgage!!Estimate","South Dakota!!Owner-occupied housing units with a mortgage!!Margin of Error","South Dakota!!Percent owner-occupied housing units with a mortgage!!Estimate","South Dakota!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Tennessee!!Owner-occupied housing units with a mortgage!!Estimate","Tennessee!!Owner-occupied housing units with a mortgage!!Margin of Error","Tennessee!!Percent owner-occupied housing units with a mortgage!!Estimate","Tennessee!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Texas!!Owner-occupied housing units with a mortgage!!Estimate","Texas!!Owner-occupied housing units with a mortgage!!Margin of Error","Texas!!Percent owner-occupied housing units with a mortgage!!Estimate","Texas!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Utah!!Owner-occupied housing units with a mortgage!!Estimate","Utah!!Owner-occupied housing units with a mortgage!!Margin of Error","Utah!!Percent owner-occupied housing units with a mortgage!!Estimate","Utah!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Vermont!!Owner-occupied housing units with a mortgage!!Estimate","Vermont!!Owner-occupied housing units with a mortgage!!Margin of Error","Vermont!!Percent owner-occupied housing units with a mortgage!!Estimate","Vermont!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Virginia!!Owner-occupied housing units with a mortgage!!Estimate","Virginia!!Owner-occupied housing units with a mortgage!!Margin of Error","Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Virginia!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Washington!!Owner-occupied housing units with a mortgage!!Estimate","Washington!!Owner-occupied housing units with a mortgage!!Margin of Error","Washington!!Percent owner-occupied housing units with a mortgage!!Estimate","Washington!!Percent owner-occupied housing units with a mortgage!!Margin of Error","West Virginia!!Owner-occupied housing units with a mortgage!!Estimate","West Virginia!!Owner-occupied housing units with a mortgage!!Margin of Error","West Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","West Virginia!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Wisconsin!!Owner-occupied housing units with a mortgage!!Estimate","Wisconsin!!Owner-occupied housing units with a mortgage!!Margin of Error","Wisconsin!!Percent owner-occupied housing units with a mortgage!!Estimate","Wisconsin!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Wyoming!!Owner-occupied housing units with a mortgage!!Estimate","Wyoming!!Owner-occupied housing units with a mortgage!!Margin of Error","Wyoming!!Percent owner-occupied housing units with a mortgage!!Estimate","Wyoming!!Percent owner-occupied housing units with a mortgage!!Margin of Error","Puerto Rico!!Owner-occupied housing units with a mortgage!!Estimate","Puerto Rico!!Owner-occupied housing units with a mortgage!!Margin of Error","Puerto Rico!!Percent owner-occupied housing units with a mortgage!!Estimate","Puerto Rico!!Percent owner-occupied housing units with a mortgage!!Margin of Error"
"Owner-occupied housing units with a mortgage","777,893","±11,420","777,893","±11,420","105,131","±4,227","105,131","±4,227","1,202,621","±14,259","1,202,621","±14,259","429,224","±8,161","429,224","±8,161","5,139,125","±29,543","5,139,125","±29,543","1,101,526","±12,047","1,101,526","±12,047","601,985","±10,454","601,985","±10,454","195,914","±6,196","195,914","±6,196","101,216","±4,747","101,216","±4,747","3,399,337","±24,258","3,399,337","±24,258","1,733,336","±19,663","1,733,336","±19,663","191,747","±5,791","191,747","±5,791","326,688","±7,046","326,688","±7,046","2,059,723","±18,712","2,059,723","±18,712","1,232,106","±13,081","1,232,106","±13,081","568,748","±9,263","568,748","±9,263","452,146","±8,793","452,146","±8,793","715,330","±11,063","715,330","±11,063","645,530","±11,704","645,530","±11,704","257,082","±6,217","257,082","±6,217","1,144,421","±12,687","1,144,421","±12,687","1,159,193","±13,074","1,159,193","±13,074","1,732,472","±16,425","1,732,472","±16,425","1,077,276","±12,496","1,077,276","±12,496","398,216","±9,952","398,216","±9,952","1,050,068","±12,077","1,050,068","±12,077","180,765","±5,318","180,765","±5,318","317,567","±6,100","317,567","±6,100","477,686","±10,303","477,686","±10,303","257,726","±6,090","257,726","±6,090","1,441,352","±16,989","1,441,352","±16,989","309,885","±7,453","309,885","±7,453","2,423,622","±24,558","2,423,622","±24,558","1,785,195","±19,384","1,785,195","±19,384","113,637","±4,224","113,637","±4,224","1,983,151","±17,605","1,983,151","±17,605","547,232","±8,034","547,232","±8,034","708,673","±11,272","708,673","±11,272","2,109,587","±17,230","2,109,587","±17,230","186,587","±5,759","186,587","±5,759","906,552","±12,568","906,552","±12,568","144,827","±4,750","144,827","±4,750","1,122,025","±17,189","1,122,025","±17,189","3,933,999","±28,194","3,933,999","±28,194","557,090","±8,949","557,090","±8,949","123,689","±3,548","123,689","±3,548","1,529,990","±16,374","1,529,990","±16,374","1,296,447","±13,408","1,296,447","±13,408","243,036","±7,362","243,036","±7,362","1,030,937","±12,197","1,030,937","±12,197","93,757","±4,251","93,757","±4,251","329,553","±8,734","329,553","±8,734"
"    VALUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than $50,000","34,521","±3,527","4.4%","±0.4","2,328","±906","2.2%","±0.8","25,327","±2,588","2.1%","±0.2","19,550","±2,300","4.6%","±0.6","84,034","±4,829","1.6%","±0.1","17,156","±2,058","1.6%","±0.2","13,009","±2,260","2.2%","±0.4","4,864","±1,233","2.5%","±0.6","993","±546","1.0%","±0.5","85,583","±5,597","2.5%","±0.2","51,371","±4,304","3.0%","±0.2","2,883","±985","1.5%","±0.5","6,438","±1,170","2.0%","±0.3","61,029","±3,687","3.0%","±0.2","40,416","±3,201","3.3%","±0.3","18,581","±1,629","3.3%","±0.3","17,649","±1,820","3.9%","±0.4","26,163","±2,748","3.7%","±0.4","25,325","±2,944","3.9%","±0.4","7,501","±1,346","2.9%","±0.5","25,874","±2,772","2.3%","±0.2","20,392","±2,952","1.8%","±0.3","61,826","±3,700","3.6%","±0.2","25,176","±2,442","2.3%","±0.2","22,795","±2,755","5.7%","±0.7","40,692","±3,423","3.9%","±0.3","3,558","±1,131","2.0%","±0.6","10,878","±1,455","3.4%","±0.5","12,012","±2,087","2.5%","±0.4","5,120","±1,194","2.0%","±0.5","26,159","±2,670","1.8%","±0.2","11,347","±1,615","3.7%","±0.5","57,723","±3,850","2.4%","±0.2","45,709","±3,716","2.6%","±0.2","3,616","±854","3.2%","±0.7","63,560","±4,088","3.2%","±0.2","19,108","±2,101","3.5%","±0.4","12,747","±1,774","1.8%","±0.2","63,311","±4,350","3.0%","±0.2","5,106","±1,428","2.7%","±0.8","31,131","±3,093","3.4%","±0.3","3,635","±946","2.5%","±0.6","33,148","±3,202","3.0%","±0.3","106,401","±5,859","2.7%","±0.1","8,229","±1,598","1.5%","±0.3","2,186","±627","1.8%","±0.5","33,438","±2,986","2.2%","±0.2","18,314","±2,315","1.4%","±0.2","12,618","±1,960","5.2%","±0.8","22,084","±1,872","2.1%","±0.2","2,561","±873","2.7%","±0.9","4,805","±860","1.5%","±0.3"
"        $50,000 to $99,999","62,074","±3,847","8.0%","±0.5","1,659","±683","1.6%","±0.7","16,524","±2,472","1.4%","±0.2","43,990","±3,288","10.2%","±0.7","51,589","±3,937","1.0%","±0.1","11,396","±1,699","1.0%","±0.2","4,313","±1,168","0.7%","±0.2","3,237","±1,136","1.7%","±0.6","474","±316","0.5%","±0.3","55,202","±4,556","1.6%","±0.1","60,980","±4,332","3.5%","±0.3","2,767","±806","1.4%","±0.4","4,809","±1,061","1.5%","±0.3","136,523","±4,952","6.6%","±0.2","92,817","±4,093","7.5%","±0.3","52,256","±2,880","9.2%","±0.5","44,857","±3,298","9.9%","±0.7","57,078","±4,205","8.0%","±0.6","40,756","±3,954","6.3%","±0.6","10,007","±1,402","3.9%","±0.5","16,043","±2,228","1.4%","±0.2","7,991","±1,623","0.7%","±0.1","104,299","±5,004","6.0%","±0.3","27,234","±2,028","2.5%","±0.2","47,279","±3,724","11.9%","±0.9","69,895","±3,736","6.7%","±0.3","3,412","±871","1.9%","±0.5","12,494","±1,413","3.9%","±0.4","4,991","±1,300","1.0%","±0.3","2,511","±814","1.0%","±0.3","17,957","±2,430","1.2%","±0.2","14,628","±2,167","4.7%","±0.7","101,560","±5,402","4.2%","±0.2","61,789","±4,137","3.5%","±0.2","5,473","±967","4.8%","±0.8","144,906","±6,873","7.3%","±0.3","42,882","±2,643","7.8%","±0.4","8,337","±1,560","1.2%","±0.2","122,356","±5,523","5.8%","±0.3","1,032","±562","0.6%","±0.3","39,624","±3,319","4.4%","±0.4","7,586","±1,384","5.2%","±1.0","47,934","±3,907","4.3%","±0.3","123,407","±6,093","3.1%","±0.2","7,369","±1,617","1.3%","±0.3","3,554","±845","2.9%","±0.7","31,370","±3,700","2.1%","±0.2","12,708","±1,963","1.0%","±0.2","33,160","±3,155","13.6%","±1.2","38,002","±2,873","3.7%","±0.3","1,964","±968","2.1%","±1.0","47,747","±4,243","14.5%","±1.2"
"        $100,000 to $299,999","387,916","±9,007","49.9%","±0.8","29,318","±2,866","27.9%","±2.4","200,162","±7,560","16.6%","±0.6","226,846","±6,691","52.9%","±1.2","256,178","±8,690","5.0%","±0.2","96,358","±4,831","8.7%","±0.4","180,233","±6,833","29.9%","±1.0","57,405","±3,918","29.3%","±1.8","5,013","±1,455","5.0%","±1.5","782,436","±12,970","23.0%","±0.4","566,771","±13,397","32.7%","±0.6","8,969","±1,587","4.7%","±0.8","53,250","±3,876","16.3%","±1.1","914,597","±17,825","44.4%","±0.6","678,920","±11,435","55.1%","±0.6","311,670","±8,430","54.8%","±1.0","211,138","±6,539","46.7%","±1.2","384,016","±8,477","53.7%","±0.9","353,948","±8,889","54.8%","±1.1","93,817","±4,548","36.5%","±1.5","243,711","±8,873","21.3%","±0.7","114,884","±5,111","9.9%","±0.4","887,836","±12,187","51.2%","±0.6","384,888","±7,088","35.7%","±0.6","217,853","±9,062","54.7%","±1.6","534,676","±10,817","50.9%","±0.8","41,952","±2,866","23.2%","±1.4","165,188","±5,423","52.0%","±1.2","56,315","±3,769","11.8%","±0.8","51,336","±3,236","19.9%","±1.1","244,683","±8,600","17.0%","±0.6","136,495","±5,601","44.0%","±1.4","674,578","±14,274","27.8%","±0.5","628,837","±14,218","35.2%","±0.7","55,236","±3,593","48.6%","±2.5","1,073,188","±15,839","54.1%","±0.6","306,616","±6,683","56.0%","±0.9","69,931","±3,749","9.9%","±0.5","948,797","±15,149","45.0%","±0.5","32,097","±3,553","17.2%","±1.8","370,733","±9,496","40.9%","±0.9","63,485","±4,031","43.8%","±2.3","396,360","±10,986","35.3%","±0.8","1,390,743","±25,360","35.4%","±0.5","44,323","±3,000","8.0%","±0.5","44,283","±2,805","35.8%","±1.9","397,895","±8,631","26.0%","±0.5","99,153","±4,863","7.6%","±0.4","137,547","±6,153","56.6%","±1.8","499,579","±10,046","48.5%","±0.8","38,192","±3,062","40.7%","±2.6","237,306","±7,342","72.0%","±1.4"
"        $300,000 to $499,999","198,781","±6,634","25.6%","±0.8","46,732","±3,066","44.5%","±2.2","509,826","±11,744","42.4%","±0.8","95,496","±4,648","22.2%","±1.0","874,483","±16,226","17.0%","±0.3","333,280","±8,333","30.3%","±0.7","229,074","±7,371","38.1%","±1.0","82,250","±4,768","42.0%","±1.9","20,400","±2,197","20.2%","±1.9","1,354,590","±21,454","39.8%","±0.5","634,041","±13,657","36.6%","±0.7","24,018","±2,370","12.5%","±1.1","137,902","±6,440","42.2%","±1.6","615,701","±11,104","29.9%","±0.5","296,885","±8,509","24.1%","±0.6","134,449","±5,463","23.6%","±0.9","119,648","±5,295","26.5%","±1.0","177,657","±6,120","24.8%","±0.8","159,737","±7,126","24.7%","±1.0","86,525","±4,972","33.7%","±1.6","429,708","±10,594","37.5%","±0.9","318,100","±9,438","27.4%","±0.7","468,709","±8,905","27.1%","±0.4","411,567","±9,587","38.2%","±0.7","82,260","±5,020","20.7%","±1.2","281,843","±8,840","26.8%","±0.8","62,383","±3,736","34.5%","±1.8","92,835","±3,481","29.2%","±1.1","219,219","±8,394","45.9%","±1.4","107,708","±4,627","41.8%","±1.5","497,810","±10,992","34.5%","±0.6","97,982","±4,815","31.6%","±1.4","485,663","±10,986","20.0%","±0.4","608,684","±14,058","34.1%","±0.7","34,800","±2,802","30.6%","±2.2","489,829","±9,496","24.7%","±0.4","124,341","±4,893","22.7%","±0.8","254,945","±8,464","36.0%","±0.9","606,606","±11,077","28.8%","±0.5","84,142","±5,142","45.1%","±2.3","279,555","±8,701","30.8%","±0.9","44,759","±3,868","30.9%","±2.3","371,896","±9,958","33.1%","±0.8","1,351,429","±19,342","34.4%","±0.5","198,598","±6,559","35.6%","±1.1","46,502","±2,624","37.6%","±2.0","492,609","±10,363","32.2%","±0.6","369,056","±9,321","28.5%","±0.6","44,274","±3,511","18.2%","±1.4","320,824","±7,759","31.1%","±0.6","34,068","±3,048","36.3%","±2.8","26,720","±2,374","8.1%","±0.7"
"        $500,000 to $749,999","61,888","±4,168","8.0%","±0.5","17,545","±2,163","16.7%","±2.0","277,574","±9,560","23.1%","±0.7","27,476","±2,631","6.4%","±0.6","1,328,501","±17,924","25.9%","±0.3","367,268","±9,438","33.3%","±0.7","100,572","±4,066","16.7%","±0.6","34,787","±3,166","17.8%","±1.5","25,947","±2,753","25.6%","±2.3","666,439","±14,073","19.6%","±0.4","269,148","±7,648","15.5%","±0.5","36,117","±2,727","18.8%","±1.3","73,708","±3,970","22.6%","±1.2","209,579","±7,949","10.2%","±0.4","87,065","±6,262","7.1%","±0.5","34,986","±2,849","6.2%","±0.5","39,593","±3,038","8.8%","±0.7","47,876","±3,762","6.7%","±0.5","44,126","±3,695","6.8%","±0.5","38,304","±2,892","14.9%","±1.1","268,522","±9,539","23.5%","±0.8","360,865","±9,685","31.1%","±0.8","144,972","±5,219","8.4%","±0.3","162,467","±4,787","15.1%","±0.5","20,036","±2,717","5.0%","±0.7","83,239","±4,283","7.9%","±0.4","39,764","±3,013","22.0%","±1.5","25,875","±2,177","8.1%","±0.7","125,389","±6,108","26.2%","±1.1","62,127","±3,557","24.1%","±1.3","381,023","±9,556","26.4%","±0.6","32,478","±2,645","10.5%","±0.8","536,515","±12,500","22.1%","±0.5","277,114","±7,957","15.5%","±0.4","10,934","±1,537","9.6%","±1.3","153,386","±5,598","7.7%","±0.3","35,423","±2,748","6.5%","±0.5","229,945","±6,937","32.4%","±0.9","242,725","±7,610","11.5%","±0.4","41,596","±3,580","22.3%","±1.8","106,737","±5,243","11.8%","±0.5","17,580","±1,876","12.1%","±1.3","164,735","±7,693","14.7%","±0.6","583,929","±14,246","14.8%","±0.4","184,566","±6,834","33.1%","±1.1","18,655","±1,759","15.1%","±1.3","304,009","±8,404","19.9%","±0.5","381,438","±9,651","29.4%","±0.7","10,618","±1,467","4.4%","±0.6","108,361","±4,277","10.5%","±0.4","9,994","±1,854","10.7%","±1.9","8,507","±1,798","2.6%","±0.5"
"        $750,000 to $999,999","17,997","±2,150","2.3%","±0.3","5,574","±1,261","5.3%","±1.2","102,582","±5,922","8.5%","±0.5","8,866","±1,526","2.1%","±0.3","1,028,429","±17,134","20.0%","±0.3","156,878","±5,930","14.2%","±0.5","33,560","±3,069","5.6%","±0.5","6,923","±1,374","3.5%","±0.7","17,908","±1,841","17.7%","±1.6","247,532","±8,847","7.3%","±0.3","91,961","±4,791","5.3%","±0.3","48,105","±3,326","25.1%","±1.6","33,127","±3,102","10.1%","±1.0","64,881","±4,598","3.1%","±0.2","22,141","±2,415","1.8%","±0.2","9,904","±1,447","1.7%","±0.3","11,066","±1,825","2.4%","±0.4","13,525","±1,525","1.9%","±0.2","12,589","±2,447","2.0%","±0.4","12,082","±1,654","4.7%","±0.7","96,418","±4,812","8.4%","±0.4","178,880","±6,522","15.4%","±0.6","36,545","±2,770","2.1%","±0.2","39,157","±2,477","3.6%","±0.2","4,255","±1,043","1.1%","±0.3","23,629","±2,504","2.3%","±0.2","17,080","±1,759","9.4%","±1.0","5,700","±976","1.8%","±0.3","34,742","±2,649","7.3%","±0.5","18,654","±2,151","7.2%","±0.8","163,554","±6,200","11.3%","±0.4","9,718","±1,456","3.1%","±0.5","278,038","±10,407","11.5%","±0.4","93,566","±5,433","5.2%","±0.3","2,772","±904","2.4%","±0.8","34,723","±2,964","1.8%","±0.1","10,755","±1,447","2.0%","±0.3","84,678","±4,997","11.9%","±0.7","80,188","±4,508","3.8%","±0.2","14,196","±1,872","7.6%","±1.0","41,904","±3,969","4.6%","±0.4","5,331","±1,296","3.7%","±0.9","60,416","±3,978","5.4%","±0.4","208,788","±8,174","5.3%","±0.2","71,070","±4,136","12.8%","±0.7","5,171","±1,053","4.2%","±0.8","154,458","±6,541","10.1%","±0.4","206,897","±9,116","16.0%","±0.6","3,105","±868","1.3%","±0.4","26,859","±2,028","2.6%","±0.2","3,239","±836","3.5%","±0.9","1,980","±743","0.6%","±0.2"
